,Symbol,longName,Name,IPO Year,Sector,Effective annual return,CIQ ID,Ticker,Country.1,Short Business Description,IQ_TOTAL_REV,IQ_RETURN_ASSETS,IQ_RETURN_EQUITY,IQ_GROSS_MARGIN,IQ_EBITDA_MARGIN,IQ_NI_MARGIN,IQ_AUDITOR_OPINION,IQ_ASSET_TURNS,IQ_CURRENT_RATIO,IQ_DAYS_SALES_OUT,IQ_DAYS_INVENTORY_OUT,IQ_DAYS_PAYABLE_OUT,IQ_TOTAL_DEBT_EQUITY,IQ_TOTAL_REV_1YR_ANN_GROWTH,IQ_NI_1YR_ANN_GROWTH,IQ_CFO_1YR_ANN_GROWTH,IQ_TOTAL_ASSETS_1YR_ANN_GROWTH,IQ_EBITDA,IQ_PAYOUT_RATIO,IQ_CASH_ST_INVEST,IQ_NPPE,IQ_GW,IQ_RE,IQ_TBV,IQ_NET_DEBT,IQ_CONTINGENT_LIABILITIES,IQ_CASH_OPER,IQ_CASH_INVEST,IQ_NET_CHANGE
552,CLMB,"Climb Global Solutions, Inc.",Climb Global Solutions Inc. Common Stock,,Technology,0.073247274,IQ140282,NasdaqGM:CLMB,United States,"Climb Global Solutions Inc. operates as a value-added information technology (IT) distribution and solutions company in the United States, Canada, Europe, the United Kingdom, and internationally.",146.384,5.2816,11.8856,10.6521,3.1226,1.9585,Unqualified,2.89434,1.56733,54.83067,2.82547,68.09039,0.0,-15.8834,-9.4441,0.0,13.0188,4.571,98.1164,16.131,0.432,0.0,2.727,24.359,-16.131,0.0,0.999,1.58,-0.789
553,CLMT,"Calumet Specialty Products Partners, L.P.",Calumet Specialty Products Partners L.P. Common Units,2006.0,Energy,-0.098906885,IQ24249112,NasdaqGS:CLMT,United States,"Calumet Specialty Products Partners, L.P. manufactures, formulates, and markets slate of specialty branded products to various consumer-facing and industrial markets in North America and internationally.",1846.6,5.8827,12.8912,9.374,8.728,3.2789,Unqualified,1.74791,2.14159,21.82919,27.89257,21.98213,83.6152,-25.8094,39.0396,-22.623,-4.5517,161.173,95.9124,6.91,629.275,48.335,0.0,379.832,398.914,46.859,100.854,-22.714,0.001
554,CLNE,Clean Energy Fuels Corp.,Clean Energy Fuels Corp. Common Stock,2007.0,Utilities,-0.171475824,IQ1543272,NasdaqGS:CLNE,United States,Clean Energy Fuels Corp. provides natural gas as an alternative fuel for vehicle fleets and related fueling solutions in the United States and Canada.,131.503,-3.0794,-13.0125,36.9436,0.8159,-25.2838,Unqualified with Additional Language,0.40702,3.66204,43.91279,20.52906,61.63062,4.3587,4.4777,0.0,0.0,22.5311,1.073,0.0,67.087,172.183,21.572,-149.41,220.696,-54.866,0.0,13.27,-43.409,30.803
555,CLRB,"Cellectar Biosciences, Inc.",Cellectar Biosciences Inc.  Common Stock,,Health Care,-0.721892271,IQ37613299,NasdaqCM:CLRB,United States,"Cellectar Biosciences, Inc., a clinical biopharmaceutical company, focuses on the discovery, development, and commercialization of drugs for the treatment of cancer.",0.0,0.0,0.0,0.0,0.0,0.0,Unqualified Going Concern,0.0,1.87622,0.0,0.0,0.0,21.2481,0.0,0.0,0.0,0.0,-5.59954,0.0,0.98013,4.08895,0.0,-19.48474,4.10722,-0.10324,0.0,-4.77525,-0.14335,-5.19648
556,CLRO,"ClearOne, Inc.",ClearOne Inc. (DE) Common Stock,,Technology,-0.043938237,IQ274944,NasdaqCM:CLRO,United States,"ClearOne, Inc., together with its subsidiaries, designs, develops, and sells conferencing, collaboration, and network streaming solutions for voice and visual communications in the United States and internationally.",31.498,0.0,0.0,53.2954,-5.7114,1.2127,Unqualified,0.0,2.5084,0.0,0.0,0.0,6.8733,0.0,0.0,0.0,0.0,-1.799,0.0,9.494,3.246,0.726,-9.721,25.277,-7.494,0.0,0.184,6.866,7.171
557,CLS,Celestica Inc.,Celestica Inc. Common Stock,1998.0,,-0.016321108,IQ26238,TSX:CLS,Canada,"Celestica Inc. provides hardware platform and supply chain solutions in North America, Europe, and Asia.",6092.2,2.9634,3.8714,7.0549,4.115,0.9027,Unqualified with Additional Language,1.76783,1.67311,56.97979,47.16859,66.33437,15.0968,-20.6559,0.0,40.9702,-17.9627,250.7,0.0,937.7,393.8,0.0,-2381.8,1432.6,-714.9,49.5,293.5,-66.3,-263.3
558,CLW,Clearwater Paper Corporation,Clearwater Paper Corporation Common Stock,,Basic Materials,-0.025394286,IQ27447874,NYSE:CLW,United States,"Clearwater Paper Corporation manufactures and supplies bleached paperboards, and consumer and parent roll tissues in the United States and internationally.",1250.069,9.719,66.993,15.8325,13.9361,14.5963,Unqualified,1.53314,4.78072,28.97735,56.2184,16.79073,43.2027,-0.4175,1772.7701,434.4143,38.6667,174.211,0.0,190.75,364.024,0.0,182.079,363.736,-33.606,0.0,224.764,-196.387,-0.394
559,CLWT,Euro Tech Holdings Company Limited,Euro Tech Holdings Company Limited Common Stock,1997.0,Industrials,-0.158570928,IQ391206,NasdaqCM:CLWT,Hong Kong,"Euro Tech Holdings Company Limited primarily distributes water treatment equipment, laboratory instruments, analyzers, test kits and related supplies, and power generation equipment to commercial customers, and governmental agencies in Hong Kong and the People’s Republic of China.",27.336,-0.3163,1.7778,23.6318,0.2341,0.117,Unqualified,1.00275,2.12185,85.25451,33.79681,90.79229,0.0,-13.8699,-78.5235,-62.733,-7.1929,0.064,0.0,7.025,1.412,1.06,7.211,15.727,-7.025,0.26,0.24,0.023,-0.121
560,CLX,The Clorox Company,Clorox Company (The) Common Stock,,Consumer Discretionary,0.128032846,IQ89450,NYSE:CLX,United States,The Clorox Company manufactures and markets consumer and professional products worldwide.,5158.0,12.3008,0.0,42.7297,21.3648,10.411,Unqualified,1.11068,0.60919,35.06336,46.33529,49.66519,0.0,-2.181,16.4859,1.0958,-2.8863,1102.0,48.0446,206.0,955.0,1630.0,640.0,-2467.0,2943.0,0.0,738.0,-197.0,-8.0
561,CM,Canadian Imperial Bank of Commerce,Canadian Imperial Bank of Commerce Common Stock,,,0.141029623,IQ386873,TSX:CM,Canada,"Canadian Imperial Bank of Commerce, a diversified financial institution, provides various financial products and services to personal, business, public sector, and institutional clients in Canada, the United States, and internationally.",7667.87071,0.3464,8.3962,0.0,3.0118371766338767,14.1804,Unqualified with Additional Language,0.0,0.0,0.0,0.0,0.0,0.0,181.5028,0.0,0.0,-5.0818,23094.37807,126.9165,79504.49199,1498.56442,1849.58785,4775.40057,7829.02658,-4247.47615,0.0,23094.37807,-11857.9235,235.25053
562,CMA,Comerica Incorporated,Comerica Incorporated Common Stock,,Finance,0.109401105,IQ3128029,,United States,Comerica Bank is a bank.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.365,211.683,3993.058,0.0,0.0,0.0,0.0,0.0,0.0
563,CMC,Commercial Metals Company,Commercial Metals Company Common Stock,,Industrials,0.066247162,IQ262639,NYSE:CMC,United States,"Commercial Metals Company manufactures, recycles, and fabricates steel and metal products, and related materials and services in the United States, Poland, China, and internationally.",6409.376,1.2518,0.0747,10.8751,3.7311,0.3245,Unqualified,1.5199,2.44997,59.81584,66.4165,43.26601,86.5179,-35.2369,-91.0324,0.0,-22.3079,239.145,260.2586,405.603,1351.389,74.236,1438.205,1390.776,919.908,0.0,806.536,-367.98,186.577
564,CMCL,Caledonia Mining Corporation Plc,Caledonia Mining Corporation Plc Common Shares,,Basic Materials,0.139581581,IQ275647,NYSEAM:CMCL,Jersey,Caledonia Mining Corporation Plc primarily engages in the operation of a gold mine.,10.80573,-3.0083,-20.8234,26.3627,7.1384,-34.897,Unqualified,0.49485,2.14462,27.86082,79.87514,64.06444,3.5121,47.0764,0.0,0.0,-6.6239,0.77136,0.0,1.5494,14.61002,0.0,-172.58616,15.98282,-0.98807,0.0,-0.98998,-1.47685,-1.9389
565,CMCO,Columbus McKinnon Corporation,Columbus McKinnon Corporation Common Stock,1996.0,Industrials,0.109147465,IQ346334,NasdaqGS:CMCO,United States,"Columbus McKinnon Corporation designs, manufactures, and markets intelligent motion solutions to ergonomically move, lift, position, and secure materials worldwide.",606.708,7.2064,-31.8862,28.63,12.0242,-12.9195,Unqualified with Additional Language,1.12177,2.61689,52.33991,77.93298,27.7995,75.8223,2.1762,0.0,1.0756,-16.6721,72.952,0.0,39.236,62.102,104.744,41.891,56.774,69.822,0.0,60.231,-65.505,-36.758
566,CMCSA,Comcast Corporation,Comcast Corporation Class A Common Stock,,Consumer Discretionary,0.20411331,IQ173341,NasdaqGS:CMCSA,United States,Comcast Corporation operates as a media and technology company worldwide.,35756.0,4.0393,8.6665,78.0568,38.5809,10.1745,Unqualified with Additional Language,0.31678,0.44461,17.032,0.0,150.88918,67.7013,3.8724,42.8347,0.4887,-0.2513,13795.0,20.918,721.0,23855.0,14933.0,10005.0,-35769.0,28375.0,0.0,10281.0,-5897.0,-524.0
567,CMCT,Creative Media & Community Trust Corporation,Creative Media & Community Trust Corporation Common stock,,Real Estate,-0.00368356,IQ242588185,NasdaqGM:CMCT,United States,"Creative Media & Community Trust Corporation is a real estate investment trust that primarily acquires, owns, and operates Class A and creative office assets in vibrant and improving metropolitan communities throughout the United States (including improving and developing such assets).",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,CME,CME Group Inc.,CME Group Inc. Class A Common Stock,2002.0,Finance,0.16071531,IQ2004577,NasdaqGS:CME,United States,"CME Group Inc., together with its subsidiaries, operates contract markets for the trading of futures and options on futures contracts worldwide.",2612.8,2.3701,4.3475,100.0,70.4416,31.6059,Unqualified,0.06235,1.02689,34.67245,0.0,0.0,12.1278,2.0226,15.4157,-9.5306,-25.9719,1840.5,37.0065,303.2,738.5,7549.2,2239.9,-8476.7,2037.6,0.0,1083.1,544.8,-37.3
569,CMG,"Chipotle Mexican Grill, Inc.",Chipotle Mexican Grill Inc. Common Stock,2006.0,Consumer Discretionary,0.255998481,IQ26446,NYSE:CMG,United States,"Chipotle Mexican Grill, Inc., together with its subsidiaries, owns and operates Chipotle Mexican Grill restaurants.",1518.417,14.6698,19.1312,36.426,17.8454,8.3537,Unqualified,1.69989,2.91185,1.01032,1.96662,9.2783,0.5512,13.998,62.2017,31.3167,16.5481,270.969,0.0,269.566,636.411,21.939,277.533,681.522,-265.688,0.0,260.673,-67.208,131.522
570,CMI,Cummins Inc.,Cummins Inc. Common Stock,,Industrials,0.169943925,IQ265253,NYSE:CMI,United States,"Cummins Inc. designs, manufactures, distributes, and services diesel and natural gas engines, electric and hybrid powertrains, and related components worldwide.",10800.0,4.0597,12.9066,20.0833,8.2129,3.9629,Unqualified,1.24603,2.05715,63.84106,66.05588,43.81424,16.7661,-24.6967,-43.3113,15.1975,3.4863,887.0,32.9439,1120.0,1886.0,364.0,3575.0,3181.0,-446.0,0.0,1137.0,-509.0,504.0
571,CMP,"Compass Minerals International, Inc.",Compass Minerals Intl Inc Common Stock,2003.0,Basic Materials,0.021733386,IQ5381745,NYSE:CMP,United States,"Compass Minerals International, Inc., produces and sells essential minerals primarily in the United States, Canada, the United Kingdom, and internationally.",963.1,18.4926,113.9777,36.7666,32.5926,17.0179,Unqualified,1.05464,2.61863,71.60899,118.81955,46.79702,222.1873,-17.5217,2.7586,-53.2074,22.0277,313.9,28.798,13.5,463.8,0.0,185.0,203.4,482.2,0.0,118.9,-98.9,-21.1
572,CMPR,Cimpress plc,Cimpress plc Ordinary Shares (Ireland),2005.0,Consumer Discretionary,0.083739068,IQ21009761,NasdaqGS:CMPR,Ireland,"Cimpress plc provides various mass customization of printing and related products in North America, Europe, and internationally.",515.826,11.472,21.0916,62.9031,18.0029,10.7955,Unqualified,1.50496,2.34779,4.16648,6.61088,18.73545,6.589,28.745,39.8056,36.8398,16.9636,92.864,0.0,133.988,193.622,0.0,98.784,278.78,-115.934,1.1,120.051,-57.595,30.843
573,CMS,CMS Energy Corporation,CMS Energy Corporation Common Stock,,Utilities,0.186474191,IQ257682,NYSE:CMS,United States,CMS Energy Corporation operates as an energy company primarily in Michigan.,6205.0,2.8393,7.6481,23.7228,19.871,3.6905,Unqualified,0.41151,1.40328,54.49998,105.03459,40.25439,232.3349,-8.8439,-22.3729,52.2441,2.3823,1233.0,54.5851,90.0,9682.0,0.0,-1927.0,2602.0,6736.0,0.0,848.0,-935.0,-117.0
574,CMT,"Core Molding Technologies, Inc.",Core Molding Technologies Inc Common Stock,1996.0,Consumer Discretionary,0.014818422,IQ363725,NYSEAM:CMT,United States,"Core Molding Technologies, Inc., together with its subsidiaries, operates as a molder of thermoplastic and thermoset structural products.",83.33868,2.0305,3.7396,13.7095,7.6088,1.3284,Unqualified,1.08934,2.05034,59.93957,42.49622,30.7841,71.4691,-28.5597,-80.3833,15.0518,7.2397,6.3411,0.0,4.14184,44.94324,1.09743,34.81288,29.13469,17.46482,0.0,8.23428,-10.0471,4.14184
575,CMTL,Comtech Telecommunications Corp.,Comtech Telecommunications Corp. Common Stock,,Technology,0.035359309,IQ262961,NasdaqGS:CMTL,United States,"Comtech Telecommunications Corp., together with its subsidiaries, designs, develops, produces, and markets products, systems, and services for communications solutions in the United States and internationally.",586.372,6.6471,8.8671,41.3423,17.8627,8.1049,Unqualified with Additional Language,0.73674,7.44711,46.53495,96.33664,26.14568,31.7899,10.2976,-35.4719,13.8333,43.721,104.742,0.0,485.45,38.486,149.253,290.819,424.604,-285.45,0.0,88.535,-218.947,75.383
576,CMU,MFS High Yield Municipal Trust,MFS Municipal Income Trust Common Stock,1987.0,Finance,0.07387863,IQ3590572,NYSE:CMU,United States,MFS High Yield Municipal Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company.,12.08639,3.5968,16.1097,100.0,0.0,242.484,Unqualified,0.06601,10.04378,0.0,0.0,0.0,0.0,-12.59,0.0,0.0,10.7988,0.0,0.0,2.57682,0.0,0.0,-67.01807,116.86997,-2.57682,0.0,0.0,0.0,0.0
577,CNA,CNA Financial Corporation,CNA Financial Corporation Common Stock,,Finance,0.113569148,IQ257762,NYSE:CNA,United States,CNA Financial Corporation provides commercial property and casualty insurance products in the United States and internationally.,8472.0,0.7804,5.232,20.8333,8.8999,4.9457,Unqualified with Additional Language,0.15838,0.42909,72.84889,0.0,0.0,20.6251,8.6293,0.0,-19.2555,6.9842,754.0,29.1169,4263.0,360.0,0.0,7264.0,9389.0,2163.0,0.0,1258.0,-1093.0,55.0
578,CNC,Centene Corporation,Centene Corporation Common Stock,,Health Care,0.2756016,IQ26273,NYSE:CNC,United States,"Centene Corporation operates as a healthcare enterprise that provides programs and services to under-insured and uninsured families, commercial organizations, and military families in the United States.",3893.974,6.0974,15.8235,17.0479,4.8952,2.1487,Unqualified,2.46961,0.86063,8.94287,0.0,67.54654,49.6799,18.1409,0.2083,11.8106,17.3112,190.621,0.0,440.505,230.421,224.587,358.907,353.779,-93.22,0.0,248.195,-270.087,24.653
579,CNET,ZW Data Action Technologies Inc.,ZW Data Action Technologies Inc. Common Stock,,Consumer Discretionary,-0.236367517,IQ60809691,NasdaqCM:CNET,China,"ZW Data Action Technologies Inc., through its subsidiaries, provides omni-channel advertising, precision marketing, and data analysis management systems in the People’s Republic of China.",37.724,34.0146,55.3466,43.7148,25.4904,10.6536,Unqualified,2.18203,4.93237,20.86523,0.02555,2.81014,1.1497,75.3952,43.5357,462.3629,192.3408,9.616,0.0,13.917,1.355,0.0,0.422,11.129,-13.789,0.0,4.617,-0.93,11.238
580,CNI,Canadian National Railway Company,Canadian National Railway Company Common Stock,,,0.147866397,IQ353020,TSX:CNR,Canada,"Canadian National Railway Company, together with its subsidiaries, engages in rail and related transportation business.",7032.93556,5.9132,17.0154,48.0521,44.0477,25.1662,Unqualified,0.28391,1.20453,42.36117,17.6441,34.70238,57.518,-13.1455,-2.1636,12.2107,-5.7785,3097.85203,25.5663,336.03819,21086.39618,0.0,7556.08592,10150.83532,5831.98091,0.0,2175.65633,-1371.83771,-58.23389
581,CNK,"Cinemark Holdings, Inc.",Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,2007.0,Consumer Discretionary,0.125649625,IQ32389646,NYSE:CNK,United States,"Cinemark Holdings, Inc., together with its subsidiaries, engages in the motion picture exhibition business.",1976.5,5.2335,11.5887,36.1741,20.9991,4.9131,Unqualified with Additional Language,0.62329,1.80641,5.5626,2.58603,15.64536,186.1518,13.4428,0.0,-31.2993,6.8741,415.049,80.985,437.936,1219.588,1116.302,-60.595,-559.468,1264.661,0.0,176.763,-183.13,88.333
582,CNMD,CONMED Corporation,CONMED Corporation Common Stock,1987.0,Health Care,0.185381474,IQ263232,NYSE:CNMD,United States,"CONMED Corporation, a medical technology company, develops, manufactures, and sells surgical devices and related equipment for surgical procedures worldwide.",694.739,3.4316,2.1736,50.3838,12.8193,1.7469,Unqualified with Additional Language,0.73514,4.11607,58.49454,171.67155,32.4715,31.9799,-6.3925,-69.6492,-59.0705,2.8714,89.061,0.0,10.098,143.502,290.505,325.37,95.161,174.271,0.0,25.028,-21.774,-1.713
583,CNO,"CNO Financial Group, Inc.",CNO Financial Group Inc. Common Stock,,Finance,0.14643602,IQ93578,NYSE:CNO,United States,"CNO Financial Group, Inc., through its subsidiaries, develops, markets, and administers health insurance, annuity, individual life insurance, insurance products, and financial services for senior and middle-income markets in the United States.",4341.4,0.6634,3.3201,29.3614,17.8421,1.974,Unqualified with Additional Language,0.1469,4.07137,0.0,0.0,119.16301,53.9859,3.6207,0.0,-4.4667,5.4948,774.6,0.0,816.7,0.0,0.0,-614.6,3532.4,1383.6,0.0,611.7,-890.4,-371.1
584,CNOB,"ConnectOne Bancorp, Inc.",ConnectOne Bancorp Inc. Common Stock,,Finance,0.127644284,IQ45815404,,United States,ConnectOne Bank operates as a bank.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.459,0.26,2.395,0.0,0.0,0.0,0.0,0.0,0.0
585,CNP,"CenterPoint Energy, Inc.",CenterPoint Energy Inc (Holding Co) Common Stock,,Utilities,0.11070529,IQ279513,NYSE:CNP,United States,"CenterPoint Energy, Inc. operates as a public utility holding company in the United States.",8281.0,3.5615,15.9622,27.1223,22.5455,4.4922,Unqualified,0.41983,0.95589,62.25842,27.09505,48.67275,381.8491,-26.8593,-16.592,116.3337,0.4929,1867.0,74.1935,1040.0,10788.0,1696.0,-912.0,943.0,9037.0,0.0,1841.0,-896.0,573.0
586,CNQ,Canadian Natural Resources Limited,Canadian Natural Resources Limited Common Stock,,,0.008445142,IQ527692,TSX:CNQ,Canada,"Canadian Natural Resources Limited acquires, explores for, develops, produces, markets, and sells crude oil, natural gas, and natural gas liquids (NGLs).",9682.10024,2.813,8.3597,58.5387,46.1151,15.5787,Unqualified,0.24242,0.78628,39.71346,45.0932,26.23365,49.7168,-28.3555,-68.305,-14.1127,-3.8125,4464.91647,14.2405,12.4105,37341.28879,0.0,15938.90215,18545.1074,9207.63723,0.0,5548.44869,-3396.65871,-13.36516
587,CNS,"Cohen & Steers, Inc.",Cohen & Steers Inc Common Stock,2004.0,Finance,0.17121393,IQ9517028,NYSE:CNS,United States,"Cohen & Steers, Inc. is a publicly owned asset management holding company.",123.553,3.5706,-0.126,40.5769,17.6312,-1.384,Unqualified,0.40191,9.912,60.11331,0.0,0.0,0.0,-33.5129,0.0,-37.0584,14.8849,21.784,0.0,227.223,14.866,21.196,-5.382,261.616,-227.223,0.0,22.141,10.295,31.145
588,CNSL,"Consolidated Communications Holdings, Inc.",Consolidated Communications Holdings Inc. Common Stock,2005.0,Telecommunications,-0.065731128,IQ2168124,NasdaqGS:CNSL,United States,"Consolidated Communications Holdings, Inc., together with its subsidiaries, provides broadband and business communication solutions for consumer, commercial, and carrier channels in the United States.",406.167,3.5808,33.2495,64.1871,38.3913,6.1317,Unqualified with Additional Language,0.32912,1.39369,39.18823,18.01129,32.52807,1130.5214,-2.9294,99.1762,25.8583,-1.2097,155.933,184.4047,42.758,377.2,520.562,0.0,-561.594,869.765,0.0,116.307,-41.627,27.287
589,CNTY,"Century Casinos, Inc.",Century Casinos Inc. Common Stock,,Consumer Discretionary,0.118110478,IQ354074,NasdaqCM:CNTY,United States,"Century Casinos, Inc. operates as a casino entertainment company in the United States, Canada, and Poland.",49.738,0.1121,-12.8533,48.3453,12.8553,21.8806,Unqualified,0.34865,3.6077,4.49498,2.87657,15.94211,15.2157,-6.2291,0.0,-33.4118,-9.797,6.394,0.0,36.992,88.241,4.697,30.23,103.592,-20.515,0.0,8.209,46.841,29.157
590,CNX,CNX Resources Corporation,CNX Resources Corporation Common Stock,1999.0,Energy,-0.145729223,IQ399117,NYSE:CNX,United States,"CNX Resources Corporation, an independent natural gas and midstream company, acquires, explores for, develops, and produces natural gas properties in the Appalachian Basin.",4205.52,6.2462,30.666,38.3994,28.4916,12.8335,Unqualified,0.55534,0.67026,25.74564,37.71728,44.74681,48.9583,1.9053,21.9782,7.1309,5.4941,1198.221,13.3944,65.607,5755.278,0.0,1456.898,1785.548,925.545,0.0,1060.451,-845.341,-72.905
591,CNXN,"PC Connection, Inc.",PC Connection Inc. Common Stock,,Technology,0.23128098,IQ380864,NasdaqGS:CNXN,United States,"PC Connection, Inc., together with its subsidiaries, provides various information technology (IT) solutions worldwide.",1569.656,1.9476,-0.5193,11.773,1.2065,-0.0778,Unqualified,4.02857,2.18356,43.1065,16.89476,29.76028,1.5344,-10.4936,0.0,-87.3547,6.0629,18.938,0.0,46.297,12.42,48.06,141.114,185.927,-42.687,0.0,5.71,-5.567,-0.706
592,CODA,"Coda Octopus Group, Inc.",Coda Octopus Group Inc. Common stock,,Industrials,0.38242732,IQ11355019,NasdaqCM:CODA,United States,"Coda Octopus Group, Inc., together with its subsidiaries, develops, sells, and rentals underwater technologies and equipment for real time 3D imaging, mapping, defense, and survey applications in the United States of America and internationally.",13.22444,-27.9233,0.0,52.2402,-45.7586,-71.3311,Unqualified with Additional Language,0.87647,0.9434,80.47885,147.81953,95.31355,0.0,-22.0668,0.0,0.0,-22.8995,-6.05133,0.0,0.42316,0.26796,3.52454,-59.13034,-12.13692,12.81036,0.0,-1.66507,-0.2238,-3.62026
593,CODI,Compass Diversified,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,2006.0,Consumer Discretionary,0.164492286,IQ25167155,NYSE:CODI,United States,"Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage and middle market investments.",503.4,1.5756,0.3675,29.9096,11.1003,-5.2185,Unqualified,0.5546,2.11743,119.48567,53.08706,48.39827,15.4509,-67.2793,0.0,-50.1517,-15.5764,55.879,0.0,31.495,25.502,288.028,-46.628,-67.232,47.006,0.0,20.213,-4.982,-65.978
594,COF,Capital One Financial Corporation,Capital One Financial Corporation Common Stock,1994.0,Finance,0.119703762,IQ336241,NYSE:COF,United States,"Capital One Financial Corporation operates as the financial services holding company for the Capital One Bank (USA), National Association; and Capital One, National Association, which provides various financial products and services in the United States, Canada, and the United Kingdom.",8753.0,0.5882,3.7103,0.0,0.23786130469553296,10.0993,Unqualified with Additional Language,0.0,0.0,0.0,0.0,0.0,0.0,-0.568,0.0,0.0,2.2496,2082.0,36.0859,9754.0,2736.0,13596.0,10727.0,12088.0,11685.0,0.0,2082.0,11162.0,1194.0
595,COFS,"ChoiceOne Financial Services, Inc.",ChoiceOne Financial Services Inc. Common Stock,,Finance,0.186449999,IQ3470387,NasdaqCM:COFS,United States,"ChoiceOne Financial Services, Inc. operates as the bank holding company for ChoiceOne Bank that provides community banking services to corporations, partnerships, and individuals in Michigan.",16.542,0.318,2.8122,0.0,0.5582759037601257,8.9348,Unqualified,0.0,0.0,0.0,0.0,0.0,0.0,3.7831,2.9965,0.0,0.5099,9.235,105.751,19.529,11.918,13.728,5.813,36.13,23.135,0.0,9.235,-1.116,8.59
597,COHR,Coherent Corp.,Coherent Corp. Common Stock,,Industrials,0.081865981,IQ173094,,United States,"Coherent, Inc. provides lasers, laser-based technologies, and laser-based system solutions for a range of commercial, industrial, and scientific research applications.",435.882,-1.2717,-6.0168,36.9618,2.4752,-8.1028,Unqualified with Additional Language,0.55883,5.59137,72.70747,147.36565,35.30955,0.0026,-27.2636,0.0,-42.8791,-6.5452,10.789,0.0,243.635,98.792,66.967,306.14,488.866,-243.62,0.0,39.049,-56.948,-13.876
598,COHU,"Cohu, Inc.",Cohu Inc. Common Stock,,Industrials,0.06539121,IQ262125,NasdaqGS:COHU,United States,"Cohu, Inc., through its subsidiaries, provides semiconductor test equipment and services in China, the United States, Taiwan, Malaysia, the Philippines, and internationally.",171.261,-2.7983,-10.379,30.5895,-2.3741,-16.4474,Unqualified,0.50798,3.58738,80.0578,161.89555,52.9398,0.0,-14.2233,0.0,-64.7839,-4.0826,-4.066,0.0,84.906,38.006,61.764,160.193,160.002,-84.906,0.0,2.762,9.431,8.053
599,COKE,"Coca-Cola Consolidated, Inc.",Coca-Cola Consolidated Inc. Common Stock,1972.0,Consumer Staples,0.193660372,IQ526813,NasdaqGS:COKE,United States,"Coca-Cola Consolidated, Inc., together with its subsidiaries, manufactures, markets, and distributes nonalcoholic beverages primarily products of The Coca-Cola Company in the United States.",1442.986,4.5454,27.4123,42.966,10.3131,2.6428,Unqualified with Additional Language,1.11048,1.42145,25.72811,28.08841,32.3397,355.4357,-1.4095,319.4918,-17.7235,-2.4849,148.818,24.0245,17.77,378.249,102.049,107.995,-511.78,583.254,30.5,79.503,-39.557,-27.637
600,COLB,"Columbia Banking System, Inc.",Columbia Banking System Inc. Common Stock,1992.0,Finance,0.127924986,IQ343830,,United States,"As of February 28, 2023, Columbia Banking System, Inc. was acquired by Umpqua Holdings Corporation, in a reverse merger transaction.",81.542,-0.126,-0.8411,0.0,0.4569056437173481,-4.8662,Unqualified,0.0,0.0,0.0,0.0,0.0,0.0,-8.9395,0.0,0.0,3.3531,37.257,0.0,304.874,62.67,95.519,93.316,353.456,-154.119,31.3,37.257,69.327,216.344
601,COLM,Columbia Sportswear Company,Columbia Sportswear Company Common Stock,1998.0,Consumer Discretionary,0.196941765,IQ384300,NasdaqGS:COLM,United States,"Columbia Sportswear Company, together with its subsidiaries, designs, sources, markets, and distributes outdoor, active, and everyday lifestyle apparel, footwear, accessories, and equipment in the United States, Latin America, the Asia Pacific, Europe, the Middle East, Africa, and Canada.",1244.023,4.7278,6.9046,42.1276,10.0928,5.3874,Unqualified,1.05376,5.14099,77.18436,121.28877,55.04529,0.0,-5.6011,-29.4865,47.9141,5.6301,125.557,33.3194,409.423,235.44,12.659,952.948,957.442,-409.423,0.0,214.372,-33.185,156.047
602,COMS,COMSovereign Holding Corp.,ComSovereign Holding Corp. Common Stock,,Consumer Discretionary,-0.366662472,IQ630539332,NasdaqCM:COMS,United States,"COMSovereign Holding Corp. provides technologically-advanced telecom solutions for network operators, mobile device carriers, governmental units, and other enterprises worldwide.",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,CONN,"Conn's, Inc.",Conn's Inc. Common Stock,2003.0,Consumer Discretionary,0.070229813,IQ7620997,NasdaqGS:CONN,United States,"Conn's, Inc. operates as a specialty retailer of durable consumer goods and related services in the United States.",958.528,8.7197,12.3282,26.7184,7.8544,4.1065,Unqualified with Additional Language,2.13129,3.52393,15.06127,55.03871,26.02919,18.8289,16.3081,-0.8165,0.0,34.9422,75.287,0.0,11.798,62.551,9.617,267.426,324.533,51.119,0.0,-20.468,-13.344,0.885
