,,2010-01-04 00:00:00
Open,OOMA,
Open,OP,
Open,OPA,
Open,OPAD,
Open,OPAL,
Open,OPBK,0.4000000059604645
Open,OPCH,33.63999938964844
Open,OPEN,
Open,OPFI,
Open,OPGN,
Open,OPHC,427.20001220703125
Open,OPI,92.68000030517578
Open,OPINL,
Open,OPK,1.7999999523162842
Open,OPNT,1.2000000476837158
Open,OPOF,14.800000190734863
Open,OPP,
Open,OPP^A,
Open,OPP^B,
Open,OPRA,
Open,OPRT,
Open,OPRX,6.75
Open,OPT,
Open,OPTN,
Open,OPTT,1826.0
Open,OPY,33.45000076293945
Open,OR,
Open,ORA,38.0
Open,ORAN,25.81999969482422
Open,ORC,
Open,ORCC,
Open,ORCL,24.65999984741211
Open,ORGN,
Open,ORGNW,
Open,ORGO,
Open,ORGS,
Open,ORI,10.130000114440918
Open,ORIA,
Open,ORIAW,
Open,ORIC,
Open,ORLA,
Open,ORLY,39.2400016784668
Open,ORMP,5.400000095367432
Open,ORN,21.469999313354492
Open,ORRF,35.18000030517578
Open,ORTX,
Open,OSA,
Open,OSAAW,
Open,OSBC,7.119999885559082
Open,OSCR,
Open,OSG,
Open,OSH,
Open,OSI,
Open,OSIS,28.0
Open,OSK,37.61000061035156
Open,OSPN,6.360000133514404
Open,OSS,
Open,OST,
Open,OSTK,13.720000267028809
Open,OSUR,5.170000076293945
Open,OSW,
Open,OTEC,
Open,OTECW,
Open,OTEX,10.237500190734863
Open,OTIS,
Open,OTLK,
Open,OTLY,
Open,OTMO,
Open,OTMOW,
Open,OTRK,1056.0
Open,OTRKP,
Open,OTTR,25.0
Open,OUST,
Open,OUT,
Open,OVBC,22.229999542236328
Open,OVID,
Open,OVLY,4.400000095367432
Open,OVV,167.64999389648438
Open,OWL,
Open,OWLT,
Open,OXAC,
Open,OXBR,
Open,OXBRW,
Open,OXLC,
Open,OXLCL,
Open,OXLCM,
Open,OXLCN,
Open,OXLCO,
Open,OXLCP,
Open,OXLCZ,
Open,OXM,21.079999923706055
Open,OXSQ,6.059999942779541
Open,OXSQG,
Open,OXSQL,
Open,OXSQZ,
Open,OXUS,
Open,OXUSU,
Open,OXUSW,
Open,OXY,79.193359375
Open,OZ,
Open,OZK,7.412499904632568
Open,OZKAP,
Open,PAA,26.674999237060547
Open,PAAS,24.75
Open,PAC,31.489999771118164
Open,PACB,
Open,PACI,
Open,PACK,
Open,PACW,20.520000457763672
Open,PACWP,
Open,PACX,
Open,PACXU,
Open,PACXW,
Open,PAG,15.220000267028809
Open,PAGP,
Open,PAGS,
Open,PAHC,
Open,PAI,12.880000114440918
Open,PALI,139620.0
Open,PALT,5.25
Open,PAM,11.850000381469727
Open,PANA,
Open,PANL,
Open,PANW,
Open,PAR,5.849999904632568
Open,PARA,14.210000038146973
Open,PARAA,
Open,PARAP,
Open,PARR,
Open,PASG,
Open,PATH,
Open,PATI,
Open,PATK,1.0933330059051514
Open,PAVM,
Open,PAVMZ,
Open,PAX,
Open,PAXS,
Open,PAY,
Open,PAYA,
Open,PAYC,
Open,PAYO,
Open,PAYOW,
Open,PAYS,0.019999999552965164
Open,PAYX,31.139999389648438
Open,PB,40.290000915527344
Open,PBA,
Open,PBAX,
Open,PBBK,
Open,PBF,
Open,PBFS,
Open,PBH,7.960000038146973
Open,PBHC,3.400120973587036
Open,PBI,22.8799991607666
Open,PBI^B,
Open,PBLA,
Open,PBPB,
Open,PBR,48.880001068115234
Open,PBT,14.739999771118164
Open,PBTS,
Open,PBYI,
Open,PCAR,36.9900016784668
Open,PCB,
Open,PCCT,
Open,PCF,7.260000228881836
Open,PCG,44.95000076293945
Open,PCGU,
Open,PCG^A,
Open,PCG^B,
Open,PCG^D,
Open,PCG^E,
Open,PCH,32.22999954223633
Open,PCK,8.670000076293945
Open,PCM,8.09000015258789
Open,PCN,13.850000381469727
Open,PCOR,
Open,PCQ,12.5
Open,PCRX,
Open,PCSA,
Open,PCT,
Open,PCTI,6.019999980926514
Open,PCTTU,
Open,PCTTW,
Open,PCTY,
Open,PCVX,
Open,PCYG,3.990000009536743
Open,PCYO,2.700000047683716
Open,PD,
Open,PDCE,18.420000076293945
Open,PDCO,29.459999084472656
Open,PDD,
Open,PDEX,1.5
Open,PDFS,3.9800000190734863
Open,PDI,
Open,PDLB,
Open,PDM,
Open,PDO,
Open,PDOT,
Open,PDS,146.39999389648438
Open,PDSB,
Open,PDT,9.829999923706055
Open,PEAK,28.260473251342773
Open,PEAR,
Open,PEB,21.979999542236328
Open,PEBK,4.809091091156006
Open,PEBO,9.018181800842285
Open,PEB^E,
Open,PEB^F,
Open,PEB^G,
Open,PEB^H,
Open,PECO,
Open,PED,201.60000610351562
Open,PEG,33.13999938964844
Open,PEGA,17.225000381469727
Open,PEGR,
Open,PEGY,50.439998626708984
Open,PEN,
Open,PENN,6.17454195022583
Open,PEO,24.010000228881836
Open,PEP,61.189998626708984
Open,PEPG,
Open,PEPLW,
Open,PERF,
Open,PERI,31.020000457763672
Open,PESI,11.300000190734863
Open,PET,
Open,PETQ,
Open,PETS,17.780000686645508
Open,PETV,
Open,PETVW,
Open,PETZ,
Open,PEV,
Open,PFBC,9.699999809265137
Open,PFC,5.71999979019165
Open,PFD,10.470000267028809
Open,PFDR,
Open,PFDRW,
Open,PFE,17.333965301513672
Open,PFG,24.110000610351562
Open,PFGC,
Open,PFH,
Open,PFHD,
Open,PFIE,
Open,PFIN,2.619999885559082
Open,PFIS,18.049999237060547
Open,PFL,11.300000190734863
Open,PFLT,
Open,PFMT,
Open,PFN,9.890000343322754
Open,PFO,8.239999771118164
Open,PFS,10.770000457763672
Open,PFSI,
Open,PFSW,1.4900000095367432
Open,PFTA,
Open,PFTAU,
Open,PFTAW,
Open,PFX,
Open,PFXNL,
Open,PG,61.11000061035156
Open,PGC,12.960000038146973
Open,PGEN,
Open,PGNY,
Open,PGP,18.020000457763672
Open,PGR,17.989999771118164
Open,PGRE,
Open,PGRU,
Open,PGRW,
Open,PGRWW,
Open,PGSS,
Open,PGTI,2.0899999141693115
Open,PGY,
Open,PGYWW,
Open,PGZ,
Open,PH,54.65999984741211
Open,PHAR,
Open,PHAT,
Open,PHCF,
Open,PHD,11.529999732971191
Open,PHG,30.65999984741211
Open,PHGE,
Open,PHI,56.970001220703125
Open,PHIO,
Open,PHK,11.029999732971191
Open,PHM,10.020000457763672
Open,PHR,
Open,PHT,14.020000457763672
Open,PHUN,
Open,PHUNW,
Open,PHVS,
Open,PHX,13.244999885559082
Open,PHYT,
Open,PI,
Open,PIAI,
Open,PICC,
Open,PII,22.030000686645508
Open,PIII,
Open,PIIIW,
Open,PIK,
Open,PIM,6.199999809265137
Open,PINC,
Open,PINE,
Open,PINS,
Open,PIPR,51.439998626708984
Open,PIRS,
Open,PIXY,
Open,PJT,
Open,PK,
Open,PKBK,5.166065216064453
Open,PKBO,
Open,PKBOW,
Open,PKE,28.079999923706055
Open,PKG,23.270000457763672
Open,PKI,20.760000228881836
Open,PKOH,5.75
Open,PKX,133.61000061035156
Open,PL,
Open,PLAB,4.559999942779541
Open,PLAG,76.0
Open,PLAO,
Open,PLAOW,
Open,PLAY,
Open,PLBC,3.0
Open,PLBY,
Open,PLCE,33.18000030517578
Open,PLD,25.760000228881836
Open,PLG,207.0
Open,PLL,
Open,PLM,27.097902297973633
Open,PLMI,
Open,PLMIU,
Open,PLMR,
Open,PLNT,
Open,PLOW,
Open,PLPC,44.08000183105469
Open,PLRX,
Open,PLSE,
Open,PLTK,
Open,PLTNU,
Open,PLTR,
Open,PLUG,7.400000095367432
Open,PLUR,13.0
Open,PLUS,4.15749979019165
Open,PLX,69.9000015258789
Open,PLXP,
Open,PLXS,28.93000030517578
Open,PLYA,
Open,PLYM,
Open,PLYM^A,
Open,PM,48.33000183105469
Open,PMCB,
Open,PMD,7.539999961853027
Open,PMF,12.300000190734863
Open,PMGM,
Open,PMGMU,
Open,PML,10.449999809265137
Open,PMM,6.699999809265137
Open,PMN,37.79999923706055
Open,PMO,11.170000076293945
Open,PMT,17.190000534057617
Open,PMTS,
Open,PMT^A,
Open,PMT^B,
Open,PMT^C,
Open,PMVP,
Open,PMX,10.300000190734863
Open,PNACR,
Open,PNACW,
Open,PNBK,15.100000381469727
Open,PNC,53.7400016784668
Open,PNF,10.470000267028809
Open,PNFP,14.359999656677246
Open,PNFPP,
Open,PNI,11.039999961853027
Open,PNM,12.75
Open,PNNT,8.989999771118164
Open,PNR,21.752853393554688
Open,PNRG,36.220001220703125
Open,PNT,
Open,PNTG,
Open,PNTM,
Open,PNW,36.65999984741211
Open,POAI,
Open,POCI,3.299999952316284
Open,PODD,14.470000267028809
Open,POET,2.299999952316284
Open,POL,
Open,POLA,
Open,PONO,
Open,PONOU,
Open,PONOW,
Open,POOL,19.350000381469727
Open,POR,20.540000915527344
Open,PORT,
Open,POSH,
Open,POST,
Open,POW,
Open,POWI,18.375
Open,POWL,32.0099983215332
Open,POWRU,
Open,POWRW,
Open,POWW,
Open,POWWP,
Open,PPBI,3.380000114440918
Open,PPBT,
Open,PPC,9.0
Open,PPG,29.649999618530273
Open,PPHP,
Open,PPIH,6.800000190734863
Open,PPL,30.36363983154297
Open,PPSI,
Open,PPT,6.179999828338623
Open,PPTA,
Open,PPYA,
Open,PPYAU,
Open,PR,
Open,PRA,27.104999542236328
Open,PRAA,15.183333396911621
Open,PRAX,
Open,PRBM,
Open,PRCH,
Open,PRCT,
Open,PRDO,23.389999389648438
Open,PRDS,
Open,PRE,
Open,PRE^J,
Open,PRFT,8.539999961853027
Open,PRFX,
Open,PRG,12.700028419494629
Open,PRGO,40.2599983215332
Open,PRGS,19.65999984741211
Open,PRH,
Open,PRI,
Open,PRIF^D,
Open,PRIF^F,
Open,PRIF^G,
Open,PRIF^H,
Open,PRIF^I,
Open,PRIF^J,
Open,PRIF^K,
Open,PRIF^L,
Open,PRIM,8.0
Open,PRK,59.0
Open,PRLB,
Open,PRLD,
Open,PRLH,
Open,PRLHU,
Open,PRLHW,
Open,PRM,
Open,PRME,
Open,PRMW,8.34000015258789
Open,PRO,10.5
Open,PROC,
Open,PROCW,
Open,PROF,
Open,PROK,
Open,PROV,2.759999990463257
Open,PRPC,
Open,PRPH,2.0199999809265137
Open,PRPL,
Open,PRPO,
Open,PRQR,
Open,PRS,
Open,PRSO,780.0
Open,PRSR,
Open,PRSRU,
Open,PRSRW,
Open,PRST,
Open,PRSTW,
Open,PRT,
Open,PRTA,
Open,PRTC,
Open,PRTG,31.5
Open,PRTH,
Open,PRTK,81.36000061035156
Open,PRTS,5.320000171661377
Open,PRTY,
Open,PRU,50.43000030517578
Open,PRVA,
Open,PRVB,
Open,PSA,81.76000213623047
Open,PSA^F,
Open,PSA^G,
Open,PSA^H,
Open,PSA^I,
Open,PSA^J,
Open,PSA^K,
Open,PSA^L,
Open,PSA^M,
Open,PSA^N,
Open,PSA^O,
Open,PSA^P,
Open,PSA^Q,
Open,PSA^R,
Open,PSA^S,
Open,PSB^X,
Open,PSB^Y,
Open,PSB^Z,
Open,PSEC,11.899999618530273
Open,PSEC^A,
Open,PSF,
Open,PSFE,
Open,PSHG,
Open,PSMT,20.549999237060547
Open,PSN,
Open,PSNL,
Open,PSNY,
Open,PSNYW,
Open,PSO,14.5
Open,PSPC,
Open,PSTG,
Open,PSTL,
Open,PSTV,45975.0
Open,PSTX,
Open,PSX,
Open,PT,
Open,PTA,
Open,PTC,16.520000457763672
Open,PTCT,
Open,PTE,1207.5
Open,PTEN,15.579999923706055
Open,PTGX,
Open,PTIX,
Open,PTLO,
Open,PTMN,46.5
Open,PTN,87.5
Open,PTNR,20.670000076293945
Open,PTOC,
Open,PTOCW,
Open,PTON,
Open,PTPI,
Open,PTRA,
Open,PTRS,5.099999904632568
Open,PTSI,2.697499990463257
Open,PTVE,
Open,PTWO,
Open,PTWOU,
Open,PTWOW,
Open,PTY,14.550000190734863
Open,PUBM,
Open,PUCK,
Open,PUCKU,
Open,PUCKW,
Open,PUK,20.029098510742188
Open,PULM,
Open,PUMP,
Open,PUYI,
Open,PVBC,
Open,PVH,40.91999816894531
Open,PVL,
Open,PW,10.489999771118164
Open,PWFL,3.200000047683716
Open,PWOD,21.799999237060547
Open,PWP,
Open,PWR,21.1200008392334
Open,PWSC,
Open,PWUPW,
Open,PW^A,
Open,PX,
Open,PXD,49.380001068115234
Open,PXLW,3.059999942779541
Open,PXMD,
Open,PXS,
Open,PXSAP,
Open,PXSAW,
Open,PYCR,
Open,PYN,8.90999984741211
Open,PYPD,
Open,PYPL,
Open,PYR,
Open,PYT,18.649999618530273
Open,PYXS,
Open,PZC,9.100000381469727
Open,PZG,
Open,PZZA,11.845000267028809
Open,QBTS,
Open,QCOM,46.790000915527344
Open,QCRH,8.15999984741211
Open,QD,
Open,QDEL,13.779999732971191
Open,QFIN,
Open,QFTA,
Open,QGEN,23.77338981628418
Open,QH,
Open,QIPT,
Open,QLGN,
Open,QLI,
Open,QLYS,
Open,QMCO,24.799999237060547
Open,QNCX,
Open,QNRX,
Open,QNST,
Open,QOMO,
Open,QOMOU,
Open,QQQX,14.239999771118164
Open,QRHC,
Open,QRTEA,9.30626106262207
Open,QRTEB,9.25486946105957
Open,QRTEP,
Open,QRVO,
Open,QS,
Open,QSI,
Open,QSIAW,
Open,QSR,
Open,QTEK,
Open,QTEKW,
Open,QTRX,
Open,QTT,
Open,QTWO,
Open,QUAD,
Open,QUBT,190.0
Open,QUIK,29.540000915527344
Open,QUMU,17.34000015258789
Open,QUOT,
Open,QURE,
Open,QVCC,
Open,QVCD,
Open,R,41.540000915527344
Open,RA,
Open,RAAS,
Open,RACE,
Open,RACY,
Open,RACYU,
Open,RACYW,
Open,RAD,30.200000762939453
Open,RADI,
Open,RAIL,20.0
Open,RAIN,
Open,RAM,
Open,RAMMU,
Open,RAMMW,
Open,RAMP,13.510000228881836
Open,RAND,31.229999542236328
Open,RANI,
Open,RAPT,
Open,RARE,
Open,RAVE,1.590000033378601
Open,RAYA,
Open,RBA,22.65999984741211
Open,RBB,
Open,RBBN,10.75
Open,RBC,24.700000762939453
Open,RBCAA,20.81999969482422
Open,RBCP,
Open,RBKB,
Open,RBLX,
Open,RBOT,
Open,RBT,
Open,RC,
Open,RCA,
Open,RCAC,
Open,RCACU,
Open,RCACW,
Open,RCAT,1800.0
Open,RCB,
Open,RCC,
Open,RCEL,
Open,RCG,2.559999942779541
Open,RCI,31.3700008392334
Open,RCII,17.969999313354492
Open,RCKT,
Open,RCKY,7.579999923706055
Open,RCL,26.139999389648438
Open,RCLF,
Open,RCLFU,
Open,RCLFW,
Open,RCM,
Open,RCMT,2.450000047683716
Open,RCON,6.679999828338623
Open,RCRT,
Open,RCRTW,
Open,RCS,10.390000343322754
Open,RCUS,
Open,RC^C,
Open,RC^E,
Open,RDCM,1.5499999523162842
Open,RDFN,
Open,RDHL,
Open,RDI,4.090000152587891
Open,RDIB,6.75
Open,RDN,7.539999961853027
Open,RDNT,2.0799999237060547
Open,RDVT,
Open,RDW,
Open,RDWR,7.664999961853027
Open,RDY,24.850000381469727
Open,RE,86.2699966430664
Open,REAL,
Open,REAX,
Open,REBN,
Open,REE,
Open,REED,1.440000057220459
Open,REFI,
Open,REFR,3.799999952316284
Open,REG,35.29999923706055
Open,REGN,24.239999771118164
Open,REI,4.0
Open,REKR,
Open,RELI,
Open,RELIW,
Open,RELL,5.889999866485596
Open,RELX,8.262499809265137
Open,RELY,
Open,RENE,
Open,RENEU,
Open,RENN,
Open,RENT,
Open,REPL,
Open,REPX,52.79999923706055
Open,RERE,
Open,RES,4.711111068725586
Open,RETA,
Open,RETO,
Open,REUN,
Open,REVB,
Open,REVBU,
Open,REVBW,
Open,REVE,
Open,REVG,
Open,REX,4.763332843780518
Open,REXR,
Open,REXR^B,
Open,REXR^C,
Open,REYN,
Open,REZI,
Open,RF,5.360000133514404
Open,RFACR,
Open,RFACU,
Open,RFI,9.899999618530273
Open,RFIL,2.2200000286102295
Open,RFL,
Open,RFM,
Open,RFMZ,
Open,RFP,
Open,RF^B,
Open,RF^C,
Open,RF^E,
Open,RGA,47.93000030517578
Open,RGC,
Open,RGCO,10.013333320617676
Open,RGEN,4.170000076293945
Open,RGF,
Open,RGLD,48.130001068115234
Open,RGLS,
Open,RGNX,
Open,RGP,21.34000015258789
Open,RGR,10.010000228881836
Open,RGS,15.680000305175781
Open,RGT,
Open,RGTI,
Open,RGTIW,
Open,RH,
Open,RHE,
Open,RHE^A,
Open,RHI,26.81999969482422
Open,RHP,20.200000762939453
Open,RIBT,160.0
Open,RICK,8.859999656677246
Open,RIDE,
Open,RIG,84.4800033569336
Open,RIGL,9.600000381469727
Open,RILY,66.33663177490234
Open,RILYG,
Open,RILYK,
Open,RILYL,
Open,RILYM,
Open,RILYN,
Open,RILYO,
Open,RILYP,
Open,RILYT,
Open,RILYZ,
Open,RIO,55.724998474121094
Open,RIOT,
Open,RITM,
Open,RITM^A,
Open,RITM^B,
Open,RITM^C,
Open,RITM^D,
Open,RIV,
Open,RIVN,
Open,RIV^A,
Open,RJAC,
Open,RJF,15.960000038146973
Open,RJF^A,
Open,RJF^B,
Open,RKDA,
Open,RKLB,
Open,RKLY,
Open,RKT,
Open,RKTA,
Open,RL,81.83999633789062
Open,RLAY,
Open,RLGT,0.25
Open,RLI,26.875
Open,RLJ,
Open,RLJ^A,
Open,RLMD,
Open,RLTY,
Open,RLX,
Open,RLYB,
Open,RM,
Open,RMAX,
Open,RMBI,
Open,RMBL,
Open,RMBS,24.790000915527344
Open,RMCF,8.119999885559082
Open,RMD,26.31999969482422
Open,RMED,
Open,RMGC,
Open,RMGCU,
Open,RMGCW,
Open,RMI,
Open,RMM,
Open,RMMZ,
Open,RMNI,
Open,RMPL^,
Open,RMR,
Open,RMT,7.480000019073486
Open,RMTI,85.80000305175781
Open,RNA,
Open,RNAZ,
Open,RNER,
Open,RNERU,
Open,RNERW,
Open,RNG,
Open,RNGR,
Open,RNLX,
Open,RNP,10.420000076293945
Open,RNR,53.54999923706055
Open,RNR^F,
Open,RNR^G,
Open,RNST,13.84000015258789
Open,RNW,
Open,RNWWW,
Open,RNXT,
Open,ROAD,
Open,ROC,
Open,ROCC,
Open,ROCG,
Open,ROCGU,
Open,ROCGW,
Open,ROCK,16.100000381469727
Open,ROCL,
Open,ROCLU,
Open,ROCLW,
Open,ROG,30.809999465942383
Open,ROIC,10.149999618530273
Open,ROIV,
Open,ROIVW,
Open,ROK,47.61000061035156
Open,ROKU,
Open,ROL,3.832098960876465
Open,RONI,
Open,ROOT,
Open,ROP,53.02000045776367
Open,ROSE,
Open,ROSEU,
Open,ROSS,
Open,ROST,10.692500114440918
Open,ROVR,
Open,RPAY,
Open,RPD,
Open,RPHM,
Open,RPID,
Open,RPM,20.3700008392334
Open,RPRX,
Open,RPT,9.6899995803833
Open,RPTX,
Open,RPT^D,
Open,RQI,6.139999866485596
Open,RRAC,
Open,RRBI,
Open,RRC,51.150001525878906
Open,RRGB,18.110000610351562
Open,RRR,
Open,RRX,52.41999816894531
Open,RS,44.08000183105469
Open,RSF,
Open,RSG,28.579999923706055
Open,RSI,
Open,RSKD,
Open,RSLS,
Open,RSSS,
Open,RSVR,
Open,RSVRW,
Open,RTC,4.840000152587891
Open,RTL,
Open,RTLPO,
Open,RTLPP,
Open,RTO,9.229999542236328
Open,RTX,44.185020446777344
Open,RUBY,
Open,RUM,
Open,RUMBW,
Open,RUN,
Open,RUSHA,8.073332786560059
Open,RUSHB,7.059999942779541
Open,RUTH,2.25
Open,RVLP,
Open,RVLV,
Open,RVMD,
Open,RVNC,
Open,RVP,1.600000023841858
Open,RVPH,
Open,RVPHW,
Open,RVSB,2.3299999237060547
Open,RVSN,
Open,RVT,10.018449783325195
Open,RVYL,
Open,RWAY,
Open,RWAYL,
Open,RWAYZ,
Open,RWLK,
Open,RWOD,
Open,RWT,14.6899995803833
Open,RXDX,
Open,RXO,
Open,RXRX,
Open,RXST,
Open,RXT,
Open,RY,54.099998474121094
Open,RYAAY,28.830768585205078
Open,RYAM,
Open,RYAN,
Open,RYI,
Open,RYN,21.130197525024414
Open,RYTM,
Open,RY^T,
Open,RZB,
Open,RZC,
Open,RZLT,
Open,S,
Open,SA,25.06999969482422
Open,SABR,
Open,SABRP,
Open,SABS,
Open,SABSW,
Open,SACC,
Open,SACH,
Open,SACH^A,
Open,SAFE,
Open,SAFT,36.83000183105469
Open,SAGA,
Open,SAGAR,
Open,SAGAU,
Open,SAGE,
Open,SAH,10.670000076293945
Open,SAI,
Open,SAIA,10.006667137145996
Open,SAIC,
Open,SAJ,
Open,SAL,10.824999809265137
Open,SALM,5.929999828338623
Open,SAM,47.119998931884766
Open,SAMA,
Open,SAMAU,
Open,SAMAW,
Open,SAMG,
Open,SAN,16.780000686645508
Open,SANA,
Open,SAND          ,
Open,SANG,
Open,SANM,11.119999885559082
Open,SANW,
Open,SAP,47.22999954223633
Open,SAR,16.299999237060547
Open,SASI,
Open,SASR,9.020000457763672
Open,SAT,
Open,SATL,
Open,SATLW,
Open,SATS,16.29659652709961
Open,SATX,
Open,SAVA,38.0099983215332
Open,SAVE,
Open,SAY,
Open,SB,8.949999809265137
Open,SBAC,34.349998474121094
Open,SBBA,
Open,SBCF,8.399999618530273
Open,SBET,2.8399999141693115
Open,SBEV,
Open,SBFG,6.295238018035889
Open,SBFM,
Open,SBGI,4.099999904632568
Open,SBH,7.800000190734863
Open,SBI,8.949999809265137
Open,SBIG,
Open,SBIGW,
Open,SBLK,213.75
Open,SBNY,32.27000045776367
Open,SBNYP,
Open,SBOW,
Open,SBR,41.20000076293945
Open,SBRA,27.84000015258789
Open,SBS,6.614999771118164
Open,SBSI,15.242032051086426
Open,SBSW,
Open,SBT,
Open,SBUX,11.65999984741211
Open,SB^C,
Open,SB^D,
Open,SCAQ,
Open,SCAQU,
Open,SCAQW,
Open,SCCB,
Open,SCCC,
Open,SCCD,
Open,SCCE,
Open,SCCF,
Open,SCCG,
Open,SCCO,33.34000015258789
Open,SCD,10.300000190734863
Open,SCE^G,
Open,SCE^H,
Open,SCE^J,
Open,SCE^K,
Open,SCE^L,
Open,SCHL,30.209999084472656
Open,SCHN,48.29999923706055
Open,SCHW,19.209999084472656
Open,SCHW^D,
Open,SCHW^J,
Open,SCI,8.239999771118164
Open,SCKT,3.109999895095825
Open,SCL,32.875
Open,SCLX,
Open,SCLXW,
Open,SCM,
Open,SCMA,
Open,SCMAW,
Open,SCOB,
Open,SCOBU,
Open,SCOR,17.65999984741211
Open,SCPH,
Open,SCPL,
Open,SCRM,
Open,SCRMU,
Open,SCRMW,
Open,SCS,6.489999771118164
Open,SCSC,27.100000381469727
Open,SCTL,
Open,SCU,137.8000030517578
Open,SCUA,
Open,SCVL,6.886666774749756
Open,SCWO,0.8999999761581421
Open,SCWX,
Open,SCX,8.979999542236328
Open,SCYX,
Open,SD,
Open,SDAC,
Open,SDACW,
Open,SDC,
Open,SDGR,
Open,SDHY,
Open,SDIG,
Open,SDPI,
Open,SDRL,
Open,SE,
Open,SEAC,6.619999885559082
Open,SEAL^A,
Open,SEAL^B,
Open,SEAS,
Open,SEAT,
Open,SEB,1358.43994140625
Open,SECO,
Open,SEDA,
Open,SEDG,
Open,SEE,22.010000228881836
Open,SEED,118.0
Open,SEEL,1350.0
Open,SEER,
Open,SEIC,17.639999389648438
Open,SELB,
Open,SELF,3.6600000858306885
Open,SEM,10.6899995803833
Open,SEMR,
Open,SENEA,23.84000015258789
Open,SENEB,24.170000076293945
Open,SENS,
Open,SERA,
Open,SES,
Open,SESN,
Open,SEV,
Open,SEVN,16.410009384155273
Open,SF,26.29777717590332
Open,SFB,
Open,SFBC,4.75
Open,SFBS,
Open,SFE,10.609999656677246
Open,SFET,
Open,SFIX,
Open,SFL,13.819999694824219
Open,SFM,
Open,SFNC,14.005000114440918
Open,SFR,
Open,SFRWW,
Open,SFST,4.928625106811523
Open,SFT,
Open,SF^B,
Open,SF^C,
Open,SF^D,
Open,SG,
Open,SGA,9.375
Open,SGBX,
Open,SGC,5.0
Open,SGEN,10.239999771118164
Open,SGFY,
Open,SGH,
Open,SGHC,
Open,SGHL,
Open,SGHLW,
Open,SGHT,
Open,SGII,
Open,SGIIW,
Open,SGLY,16.549999237060547
Open,SGMA,5.0
Open,SGML,
Open,SGMO,6.110000133514404
Open,SGRP,0.800000011920929
Open,SGRY,
Open,SGTX,
Open,SGU,4.210000038146973
Open,SHAK,
Open,SHAP,
Open,SHBI,14.680000305175781
Open,SHC,
Open,SHCR,
Open,SHCRW,
Open,SHEL,61.86000061035156
Open,SHEN,10.34000015258789
Open,SHFS,
Open,SHFSW,
Open,SHG,38.1349983215332
Open,SHIP,53100.0
Open,SHLS,
Open,SHO,9.0
Open,SHOO,8.294321060180664
Open,SHOP,
Open,SHO^H,
Open,SHO^I,
Open,SHPH,
Open,SHPW,
Open,SHUA,
Open,SHW,20.713333129882812
Open,SHYF,5.699999809265137
Open,SI,
Open,SIBN,
Open,SID,16.514999389648438
Open,SIDU,
Open,SIEB,2.3299999237060547
Open,SIEN,
Open,SIF,14.5
Open,SIFY,1.7300000190734863
Open,SIG,26.979999542236328
Open,SIGA,5.96999979019165
Open,SIGI,16.690000534057617
Open,SIGIP,
Open,SII,
Open,SILC,8.5
Open,SILK,
Open,SILO,
Open,SILV,
Open,SIM,8.489999771118164
Open,SIMO,3.440000057220459
Open,SINT,
Open,SIOX,
Open,SIRE,
Open,SIRI,0.6100000143051147
Open,SISI,
Open,SITC,15.385808944702148
Open,SITC^A,
Open,SITE,
Open,SITM,
Open,SIVB,42.0099983215332
Open,SIVBP,
Open,SIX,
Open,SI^A,
Open,SJ,
Open,SJI,19.295000076293945
Open,SJIJ,
Open,SJIV,
Open,SJM,62.20000076293945
Open,SJR,20.75
Open,SJT,17.510000228881836
Open,SJW,22.899999618530273
Open,SKE,21.799999237060547
Open,SKGR,
Open,SKIL,
Open,SKIN,
Open,SKLZ,
Open,SKM,27.00164794921875
Open,SKT,19.700000762939453
Open,SKX,9.916666984558105
Open,SKY,18.729999542236328
Open,SKYA,
Open,SKYAU,
Open,SKYH,
Open,SKYT,
Open,SKYW,17.18000030517578
Open,SKYX,
Open,SLAB,47.45000076293945
Open,SLAC,
Open,SLACU,
Open,SLAM,
Open,SLAMU,
Open,SLAMW,
Open,SLB,66.38999938964844
Open,SLCA,
Open,SLDB,
Open,SLDP,
Open,SLDPW,
Open,SLF,29.15999984741211
Open,SLG,53.8078498840332
Open,SLGC,
Open,SLGCW,
Open,SLGG,
Open,SLGL,
Open,SLGN,14.550000190734863
Open,SLG^I,
Open,SLI,
Open,SLM,4.0922088623046875
Open,SLMBP,46.25
Open,SLN,
Open,SLNA,
Open,SLNAW,
Open,SLNG,18.079999923706055
Open,SLNH,0.699999988079071
Open,SLNHP,
Open,SLNO,
Open,SLP,1.3700000047683716
Open,SLQT,
Open,SLRC,
Open,SLRX,
Open,SLS,137400.0
Open,SLVM,
Open,SLVR,
Open,SM,35.0
Open,SMAP,
Open,SMAR,
Open,SMBC,5.75
Open,SMBK,8.399999618530273
Open,SMCI,11.270000457763672
Open,SMFG,5.619999885559082
Open,SMFL,
Open,SMFR,
Open,SMFRW,
Open,SMG,39.36000061035156
Open,SMHI,
Open,SMID,1.7699999809265137
Open,SMIH,
Open,SMIHW,
Open,SMIT,3.5
Open,SMLP,
Open,SMLR,
Open,SMMF,3.9800000190734863
Open,SMMT,
Open,SMP,8.770000457763672
Open,SMPL,
Open,SMR,
Open,SMRT,
Open,SMSI,36.7599983215332
Open,SMTC,17.1200008392334
Open,SMTI,210.0
Open,SMWB,
Open,SNA,42.7400016784668
Open,SNAL,
Open,SNAP,
Open,SNAX,
Open,SNAXW,
